<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.GMKR-12.19,60,20191118,150000,175351.0000000,175435.0000000,174633.0000000,174996.0000000,202
SPFB.GMKR-12.19,60,20191118,160000,174948.0000000,175854.0000000,174833.0000000,175681.0000000,147
SPFB.GMKR-12.19,60,20191118,170000,175625.0000000,175625.0000000,174453.0000000,174771.0000000,375
SPFB.GMKR-12.19,60,20191118,180000,174870.0000000,174951.0000000,174202.0000000,174435.0000000,152
SPFB.GMKR-12.19,60,20191118,190000,174605.0000000,175234.0000000,174251.0000000,174251.0000000,140
SPFB.GMKR-12.19,60,20191118,200000,174012.0000000,174152.0000000,173650.0000000,174071.0000000,85
SPFB.GMKR-12.19,60,20191118,210000,174000.0000000,174043.0000000,173947.0000000,173994.0000000,13
SPFB.GMKR-12.19,60,20191118,220000,173941.0000000,174050.0000000,173628.0000000,174050.0000000,13
SPFB.GMKR-12.19,60,20191118,230000,174087.0000000,174498.0000000,174000.0000000,174282.0000000,21
SPFB.GMKR-12.19,60,20191119,000000,174270.0000000,174337.0000000,174257.0000000,174257.0000000,8
SPFB.GMKR-12.19,60,20191119,110000,174305.0000000,176780.0000000,172321.0000000,174506.0000000,554
SPFB.GMKR-12.19,60,20191119,120000,174634.0000000,175888.0000000,174245.0000000,175746.0000000,216
SPFB.GMKR-12.19,60,20191119,130000,175683.0000000,176340.0000000,174741.0000000,175790.0000000,150
SPFB.GMKR-12.19,60,20191119,140000,175600.0000000,175985.0000000,175140.0000000,175813.0000000,134
SPFB.GMKR-12.19,60,20191119,150000,175869.0000000,176119.0000000,175502.0000000,175915.0000000,137
SPFB.GMKR-12.19,60,20191119,160000,175901.0000000,176659.0000000,175618.0000000,176650.0000000,135
SPFB.GMKR-12.19,60,20191119,170000,176591.0000000,177266.0000000,176410.0000000,176920.0000000,219
SPFB.GMKR-12.19,60,20191119,180000,176882.0000000,177082.0000000,175800.0000000,175931.0000000,194
SPFB.GMKR-12.19,60,20191119,190000,176084.0000000,176752.0000000,175982.0000000,176633.0000000,67
SPFB.GMKR-12.19,60,20191119,200000,176763.0000000,177091.0000000,176700.0000000,177091.0000000,21
SPFB.GMKR-12.19,60,20191119,210000,177066.0000000,177106.0000000,177021.0000000,177106.0000000,17
SPFB.GMKR-12.19,60,20191119,220000,177026.0000000,177026.0000000,176776.0000000,176776.0000000,17
SPFB.GMKR-12.19,60,20191119,230000,176700.0000000,176807.0000000,176632.0000000,176807.0000000,8
SPFB.GMKR-12.19,60,20191120,000000,176748.0000000,176748.0000000,176748.0000000,176748.0000000,1
SPFB.GMKR-12.19,60,20191120,110000,176638.0000000,176796.0000000,175715.0000000,175885.0000000,138
SPFB.GMKR-12.19,60,20191120,120000,175963.0000000,175963.0000000,174800.0000000,175138.0000000,151
SPFB.GMKR-12.19,60,20191120,130000,175016.0000000,176450.0000000,174911.0000000,176229.0000000,104
SPFB.GMKR-12.19,60,20191120,140000,176083.0000000,176453.0000000,175867.0000000,176400.0000000,55
SPFB.GMKR-12.19,60,20191120,150000,176488.0000000,176620.0000000,176388.0000000,176563.0000000,50
SPFB.GMKR-12.19,60,20191120,160000,176584.0000000,177020.0000000,176307.0000000,176838.0000000,64
SPFB.GMKR-12.19,60,20191120,170000,176767.0000000,177232.0000000,176361.0000000,176502.0000000,87
SPFB.GMKR-12.19,60,20191120,180000,176428.0000000,176699.0000000,176349.0000000,176699.0000000,24
SPFB.GMKR-12.19,60,20191120,190000,176700.0000000,177053.0000000,176600.0000000,176952.0000000,43
SPFB.GMKR-12.19,60,20191120,200000,177495.0000000,178429.0000000,177250.0000000,177250.0000000,78
SPFB.GMKR-12.19,60,20191120,210000,177332.0000000,177332.0000000,177310.0000000,177310.0000000,3
SPFB.GMKR-12.19,60,20191120,220000,176944.0000000,177140.0000000,176941.0000000,176991.0000000,23
SPFB.GMKR-12.19,60,20191120,230000,177064.0000000,177114.0000000,177064.0000000,177111.0000000,8
SPFB.GMKR-12.19,60,20191121,000000,177100.0000000,177311.0000000,177070.0000000,177311.0000000,13
SPFB.GMKR-12.19,60,20191121,110000,177030.0000000,178349.0000000,176502.0000000,177749.0000000,763
SPFB.GMKR-12.19,60,20191121,120000,177769.0000000,177800.0000000,176825.0000000,177265.0000000,105
SPFB.GMKR-12.19,60,20191121,130000,177298.0000000,177568.0000000,176916.0000000,176916.0000000,42
SPFB.GMKR-12.19,60,20191121,140000,176902.0000000,177487.0000000,176902.0000000,177185.0000000,52
SPFB.GMKR-12.19,60,20191121,150000,177145.0000000,177184.0000000,176600.0000000,176810.0000000,64
SPFB.GMKR-12.19,60,20191121,160000,176651.0000000,176651.0000000,176083.0000000,176277.0000000,105
SPFB.GMKR-12.19,60,20191121,170000,176178.0000000,176738.0000000,175936.0000000,176030.0000000,107
SPFB.GMKR-12.19,60,20191121,180000,176119.0000000,176621.0000000,176018.0000000,176621.0000000,74
SPFB.GMKR-12.19,60,20191121,190000,176750.0000000,177295.0000000,176750.0000000,177050.0000000,108
SPFB.GMKR-12.19,60,20191121,200000,176756.0000000,177003.0000000,176756.0000000,177003.0000000,2
SPFB.GMKR-12.19,60,20191121,210000,176950.0000000,177249.0000000,176790.0000000,177100.0000000,6
SPFB.GMKR-12.19,60,20191121,220000,176897.0000000,177033.0000000,176871.0000000,177033.0000000,8
SPFB.GMKR-12.19,60,20191121,230000,177171.0000000,177330.0000000,177033.0000000,177157.0000000,12
SPFB.GMKR-12.19,60,20191122,000000,177034.0000000,177034.0000000,177034.0000000,177034.0000000,1
SPFB.GMKR-12.19,60,20191122,110000,177033.0000000,177709.0000000,176900.0000000,177709.0000000,91
SPFB.GMKR-12.19,60,20191122,120000,177680.0000000,178306.0000000,177393.0000000,177560.0000000,241
SPFB.GMKR-12.19,60,20191122,130000,177729.0000000,177900.0000000,177480.0000000,177560.0000000,23
SPFB.GMKR-12.19,60,20191122,140000,177414.0000000,177740.0000000,177205.0000000,177205.0000000,19
SPFB.GMKR-12.19,60,20191122,150000,177071.0000000,177071.0000000,176510.0000000,176727.0000000,94
SPFB.GMKR-12.19,60,20191122,160000,176750.0000000,176978.0000000,176515.0000000,176660.0000000,39
SPFB.GMKR-12.19,60,20191122,170000,176588.0000000,176588.0000000,175114.0000000,175280.0000000,219
SPFB.GMKR-12.19,60,20191122,180000,175317.0000000,176544.0000000,175300.0000000,175300.0000000,105
SPFB.GMKR-12.19,60,20191122,190000,175440.0000000,176067.0000000,175082.0000000,175254.0000000,102
SPFB.GMKR-12.19,60,20191122,200000,175046.0000000,175137.0000000,174453.0000000,174777.0000000,66
SPFB.GMKR-12.19,60,20191122,210000,174814.0000000,174816.0000000,174701.0000000,174816.0000000,5
SPFB.GMKR-12.19,60,20191122,220000,174828.0000000,174945.0000000,174828.0000000,174945.0000000,4
